"X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
39263,6621,"Male","Loyal Customer",32,"Business travel","Business",3803,3,2,2,2,3,2,3,3,1,5,2,4,2,3,25,20,"neutral or dissatisfied"
60224,29901,"Male","Loyal Customer",28,"Business travel","Business",3544,3,3,4,3,3,4,4,3,2,2,5,2,1,3,0,0,"satisfied"
89913,22226,"Female","Loyal Customer",61,"Business travel","Eco Plus",533,4,4,3,4,1,1,5,4,4,4,4,3,4,2,0,0,"satisfied"
103689,1835,"Male","Loyal Customer",30,"Personal Travel","Eco",408,3,2,3,2,2,3,1,2,3,2,2,1,1,2,83,75,"neutral or dissatisfied"
13762,41959,"Female","Loyal Customer",26,"Business travel","Business",3378,5,5,3,5,5,5,5,5,1,2,1,1,1,5,0,0,"satisfied"
79125,123254,"Male","Loyal Customer",30,"Personal Travel","Eco",600,2,5,2,3,1,2,1,1,2,2,4,1,3,1,12,0,"neutral or dissatisfied"
15827,15417,"Female","disloyal Customer",26,"Business travel","Eco",377,2,3,2,3,3,2,3,3,3,1,4,4,3,3,20,62,"neutral or dissatisfied"
4749,58242,"Female","disloyal Customer",26,"Business travel","Eco Plus",925,2,2,2,4,4,2,2,4,4,1,4,2,3,4,65,51,"neutral or dissatisfied"
18806,48474,"Female","Loyal Customer",38,"Business travel","Business",916,5,2,5,5,5,4,2,2,2,2,2,2,2,2,0,0,"satisfied"
91869,78183,"Female","Loyal Customer",46,"Business travel","Eco",259,1,4,4,4,3,4,4,1,1,1,1,2,1,1,21,18,"neutral or dissatisfied"
103494,50438,"Female","disloyal Customer",28,"Business travel","Eco",153,2,0,2,1,3,2,3,3,2,3,2,1,4,3,0,0,"neutral or dissatisfied"
91569,28911,"Male","Loyal Customer",37,"Business travel","Eco",978,1,3,3,3,1,1,1,1,2,5,4,1,3,1,0,0,"neutral or dissatisfied"
41608,26727,"Female","Loyal Customer",40,"Business travel","Eco Plus",515,5,3,3,3,5,5,5,3,5,4,4,5,2,5,160,154,"satisfied"
13796,34634,"Female","disloyal Customer",42,"Business travel","Eco",427,4,3,4,3,5,4,3,5,4,3,5,5,4,5,0,0,"satisfied"
56766,94641,"Male","disloyal Customer",30,"Business travel","Eco",496,3,4,3,3,5,3,5,5,4,3,3,2,4,5,76,60,"neutral or dissatisfied"
8847,41723,"Female","Loyal Customer",55,"Business travel","Eco",695,4,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
38946,125570,"Female","Loyal Customer",37,"Personal Travel","Eco",226,2,5,2,5,3,2,3,3,3,3,5,4,5,3,3,0,"neutral or dissatisfied"
101913,85328,"Female","Loyal Customer",14,"Personal Travel","Eco",696,4,4,4,1,3,4,3,3,4,5,5,4,5,3,1,2,"satisfied"
50211,41668,"Male","Loyal Customer",38,"Business travel","Business",1798,3,3,3,3,2,3,2,4,4,4,4,2,4,2,0,0,"satisfied"
12790,101376,"Male","disloyal Customer",27,"Business travel","Business",486,5,5,5,3,4,5,4,4,4,2,5,5,4,4,21,13,"satisfied"
7195,5314,"Male","Loyal Customer",59,"Business travel","Eco Plus",190,2,4,4,4,2,2,2,2,4,2,3,1,3,2,0,0,"neutral or dissatisfied"
25244,2619,"Female","Loyal Customer",67,"Personal Travel","Eco",227,2,5,2,1,4,4,4,5,5,2,5,3,5,4,0,4,"neutral or dissatisfied"
58155,83476,"Male","Loyal Customer",47,"Business travel","Business",946,3,3,3,3,5,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
64796,64861,"Male","Loyal Customer",32,"Business travel","Business",2656,2,2,2,2,5,5,5,5,3,4,4,5,4,5,0,0,"satisfied"
75868,122085,"Female","Loyal Customer",36,"Personal Travel","Eco",130,4,4,4,3,4,4,4,4,3,3,3,4,4,4,2,0,"satisfied"
35532,93433,"Male","Loyal Customer",36,"Business travel","Business",2798,4,4,4,4,2,3,3,4,4,4,4,4,4,3,2,0,"neutral or dissatisfied"
65462,15373,"Female","Loyal Customer",43,"Business travel","Business",377,5,5,5,5,4,5,4,4,4,4,4,2,4,5,2,0,"satisfied"
98820,77051,"Female","disloyal Customer",22,"Business travel","Eco",920,0,0,0,4,2,0,2,2,5,4,3,4,5,2,0,0,"satisfied"
52571,129864,"Female","Loyal Customer",39,"Business travel","Business",2747,1,1,5,1,3,4,4,5,5,5,5,3,5,3,0,0,"satisfied"
99749,53830,"Female","Loyal Customer",39,"Business travel","Eco",224,5,5,5,5,5,5,5,5,4,4,3,3,4,5,0,0,"satisfied"
2646,9789,"Male","Loyal Customer",49,"Personal Travel","Eco",383,4,4,4,1,2,4,2,2,3,2,4,4,5,2,0,0,"neutral or dissatisfied"
80351,106231,"Male","Loyal Customer",48,"Personal Travel","Eco",471,2,4,2,2,1,2,1,1,4,2,5,5,5,1,14,5,"neutral or dissatisfied"
34795,80477,"Female","Loyal Customer",41,"Personal Travel","Eco",1299,2,4,2,5,3,2,3,3,5,4,5,4,4,3,0,0,"neutral or dissatisfied"
83726,127960,"Male","disloyal Customer",72,"Business travel","Eco",1332,1,1,1,4,2,1,2,2,4,2,3,2,4,2,21,13,"neutral or dissatisfied"
38581,113077,"Female","disloyal Customer",20,"Business travel","Eco",569,3,1,3,3,1,3,1,1,4,5,3,2,2,1,31,28,"neutral or dissatisfied"
68361,38379,"Female","Loyal Customer",11,"Personal Travel","Eco",1050,2,5,2,3,5,2,4,5,4,4,4,4,5,5,3,0,"neutral or dissatisfied"
85928,51275,"Female","Loyal Customer",51,"Business travel","Eco Plus",109,4,4,5,5,3,5,5,4,4,4,4,4,4,2,2,14,"satisfied"
21085,1135,"Female","Loyal Customer",36,"Personal Travel","Eco",134,3,2,0,4,1,0,1,1,4,3,4,4,3,1,0,0,"neutral or dissatisfied"
94387,120370,"Male","Loyal Customer",36,"Business travel","Business",449,5,5,5,5,4,4,4,3,2,5,5,4,5,4,163,148,"satisfied"
18303,43626,"Male","Loyal Customer",41,"Personal Travel","Eco",228,3,5,3,1,1,3,1,1,5,2,4,5,4,1,0,3,"neutral or dissatisfied"
2760,50911,"Female","Loyal Customer",22,"Personal Travel","Eco",373,3,2,5,3,4,5,4,4,2,2,3,1,3,4,0,0,"neutral or dissatisfied"
47650,40295,"Male","Loyal Customer",63,"Personal Travel","Eco",358,3,4,3,3,5,3,5,5,5,2,5,3,4,5,0,0,"neutral or dissatisfied"
99006,73052,"Female","Loyal Customer",38,"Business travel","Business",1089,4,4,4,4,3,4,4,3,3,4,3,4,3,3,0,0,"satisfied"
75,101639,"Female","disloyal Customer",25,"Business travel","Business",1435,5,1,5,4,1,5,1,1,4,2,5,4,5,1,1,1,"satisfied"
56752,94181,"Female","Loyal Customer",24,"Business travel","Business",562,1,1,1,1,4,4,4,4,5,2,5,3,4,4,64,51,"satisfied"
16028,79550,"Female","Loyal Customer",46,"Business travel","Business",760,5,5,5,5,5,4,4,5,5,5,5,4,5,5,0,0,"satisfied"
37852,93639,"Male","Loyal Customer",54,"Personal Travel","Eco",577,2,5,1,4,3,1,3,3,4,2,5,4,5,3,12,0,"neutral or dissatisfied"
40301,36427,"Female","Loyal Customer",15,"Business travel","Eco",369,0,4,0,3,2,0,2,2,2,3,5,2,5,2,0,0,"satisfied"
75132,35768,"Male","Loyal Customer",51,"Business travel","Business",2178,5,5,5,5,3,1,4,4,4,4,5,2,4,1,33,13,"satisfied"
4296,79980,"Male","Loyal Customer",58,"Personal Travel","Eco",1080,2,4,2,3,1,2,1,1,4,5,4,4,5,1,0,0,"neutral or dissatisfied"
61428,25532,"Male","Loyal Customer",38,"Personal Travel","Eco",516,2,5,5,1,3,5,1,3,2,4,2,3,1,3,0,0,"neutral or dissatisfied"
63753,58805,"Male","Loyal Customer",47,"Personal Travel","Eco",1005,3,4,3,3,4,3,4,4,3,5,5,5,4,4,29,31,"neutral or dissatisfied"
47528,107687,"Female","disloyal Customer",37,"Business travel","Business",405,3,3,3,4,1,3,1,1,4,3,5,3,4,1,105,129,"neutral or dissatisfied"
37105,18986,"Female","disloyal Customer",44,"Business travel","Eco",388,3,1,3,4,3,3,2,3,4,3,4,1,3,3,84,77,"neutral or dissatisfied"
101879,51987,"Male","Loyal Customer",57,"Business travel","Eco Plus",347,4,5,3,5,4,4,4,4,2,3,5,1,2,4,0,8,"satisfied"
40837,20694,"Female","disloyal Customer",23,"Business travel","Eco",584,2,0,3,3,4,3,4,4,1,1,4,3,5,4,0,0,"neutral or dissatisfied"
91238,113034,"Female","Loyal Customer",46,"Business travel","Business",2829,4,4,4,4,3,5,4,4,4,4,4,5,4,4,0,0,"satisfied"
55887,73936,"Male","disloyal Customer",28,"Business travel","Eco",804,2,2,2,4,1,2,1,1,1,1,3,2,4,1,0,0,"neutral or dissatisfied"
83617,46915,"Female","disloyal Customer",44,"Business travel","Eco",737,2,1,1,4,4,1,4,4,2,5,4,1,3,4,94,91,"neutral or dissatisfied"
101533,20895,"Female","Loyal Customer",17,"Personal Travel","Eco",961,4,5,5,4,1,5,1,1,5,5,4,5,4,1,84,65,"neutral or dissatisfied"
99284,99423,"Male","Loyal Customer",49,"Personal Travel","Eco",337,2,4,5,3,3,5,3,3,5,5,5,5,4,3,44,34,"neutral or dissatisfied"
34489,27517,"Male","Loyal Customer",68,"Personal Travel","Eco",954,3,5,3,1,3,3,3,3,5,2,4,3,4,3,0,3,"neutral or dissatisfied"
55581,110207,"Male","disloyal Customer",24,"Business travel","Eco",188,3,4,3,2,1,3,1,1,5,4,5,1,3,1,34,23,"neutral or dissatisfied"
19878,102640,"Female","Loyal Customer",48,"Business travel","Business",1703,1,1,1,1,3,4,4,5,5,5,5,4,5,5,37,25,"satisfied"
37293,125213,"Female","Loyal Customer",43,"Personal Travel","Eco",651,1,1,0,4,5,4,3,4,4,0,5,3,4,4,0,1,"neutral or dissatisfied"
31858,63038,"Female","Loyal Customer",55,"Business travel","Business",3860,5,5,5,5,1,3,2,4,4,5,4,1,4,2,0,0,"satisfied"
101915,16041,"Male","Loyal Customer",29,"Personal Travel","Eco Plus",780,4,3,4,3,3,4,3,3,3,3,3,1,4,3,0,0,"satisfied"
74481,72198,"Female","Loyal Customer",58,"Personal Travel","Eco",594,2,4,2,4,4,4,3,2,2,2,1,3,2,4,0,2,"neutral or dissatisfied"
6528,33676,"Male","disloyal Customer",21,"Business travel","Eco",759,2,2,2,5,3,2,3,3,3,2,4,4,4,3,0,0,"neutral or dissatisfied"
89520,126332,"Male","Loyal Customer",18,"Personal Travel","Eco",600,2,2,2,3,3,2,3,3,2,5,4,1,3,3,3,0,"neutral or dissatisfied"
15523,17235,"Male","Loyal Customer",35,"Business travel","Business",1092,1,1,1,1,2,3,4,5,5,5,5,3,5,1,0,0,"satisfied"
7052,89920,"Male","Loyal Customer",27,"Business travel","Business",1487,4,2,2,2,4,3,4,4,2,4,2,2,3,4,0,0,"neutral or dissatisfied"
82254,119077,"Female","Loyal Customer",48,"Business travel","Business",1020,1,1,1,1,5,5,5,5,5,5,4,5,5,5,126,136,"satisfied"
2221,81477,"Male","Loyal Customer",20,"Business travel","Eco",528,3,5,5,5,3,2,2,3,3,4,2,2,2,3,12,10,"neutral or dissatisfied"
87670,112806,"Male","Loyal Customer",15,"Personal Travel","Business",1476,1,5,1,2,5,1,5,5,5,2,3,4,5,5,33,3,"neutral or dissatisfied"
88939,123983,"Female","Loyal Customer",36,"Business travel","Business",3943,5,5,5,5,3,5,5,5,5,5,4,3,5,3,18,17,"satisfied"
90726,60325,"Female","Loyal Customer",40,"Business travel","Business",2010,4,4,4,4,4,4,5,2,2,3,2,3,2,4,7,14,"satisfied"
97699,70628,"Male","Loyal Customer",55,"Personal Travel","Eco",1217,3,0,3,3,3,2,3,1,3,2,3,3,4,3,127,145,"neutral or dissatisfied"
20994,79283,"Female","Loyal Customer",43,"Business travel","Business",2248,3,3,3,3,5,5,4,4,4,4,4,5,4,5,5,0,"satisfied"
40458,75393,"Female","Loyal Customer",59,"Business travel","Business",2218,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,0,"satisfied"
11165,51128,"Female","Loyal Customer",39,"Personal Travel","Eco",78,3,1,3,4,4,3,4,4,4,4,4,4,3,4,5,2,"neutral or dissatisfied"
35045,54774,"Male","Loyal Customer",34,"Business travel","Eco Plus",861,5,2,2,2,5,5,5,5,2,5,3,3,5,5,89,73,"satisfied"
95454,121574,"Male","Loyal Customer",60,"Business travel","Business",2790,5,5,5,5,5,5,5,2,2,2,2,4,2,5,0,0,"satisfied"
16321,124575,"Male","Loyal Customer",49,"Business travel","Business",3337,3,3,3,3,5,5,5,5,5,5,5,3,5,4,0,0,"satisfied"
42610,101107,"Male","Loyal Customer",41,"Business travel","Business",1235,3,3,3,3,4,5,4,5,5,5,5,5,5,3,0,0,"satisfied"
39154,113229,"Female","Loyal Customer",47,"Business travel","Business",226,3,3,3,3,2,4,5,5,5,5,5,4,5,3,13,4,"satisfied"
65853,91121,"Female","Loyal Customer",43,"Personal Travel","Eco",581,1,5,1,2,3,4,4,1,1,1,1,4,1,3,5,0,"neutral or dissatisfied"
1626,117305,"Female","disloyal Customer",33,"Business travel","Eco Plus",338,1,1,1,3,1,1,1,1,3,3,2,3,2,1,17,8,"neutral or dissatisfied"
96702,18423,"Male","Loyal Customer",43,"Business travel","Eco",955,5,2,2,2,5,5,5,5,1,5,2,4,5,5,0,0,"satisfied"
53390,88632,"Female","Loyal Customer",35,"Personal Travel","Eco",515,2,4,4,5,1,4,1,1,3,3,4,5,4,1,0,0,"neutral or dissatisfied"
32034,89009,"Female","Loyal Customer",36,"Business travel","Business",1892,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,8,"satisfied"
75937,25607,"Male","disloyal Customer",25,"Business travel","Eco",666,1,0,1,1,2,1,5,2,4,1,3,1,1,2,18,18,"neutral or dissatisfied"
28612,115481,"Female","Loyal Customer",37,"Business travel","Eco",325,2,2,2,2,2,2,2,2,2,4,3,4,4,2,0,0,"neutral or dissatisfied"
19585,96754,"Female","Loyal Customer",59,"Business travel","Business",2163,3,1,3,3,2,4,4,5,5,5,5,5,5,3,6,0,"satisfied"
11734,10793,"Female","disloyal Customer",34,"Business travel","Eco",247,3,0,2,4,2,2,5,2,4,3,4,3,3,2,0,0,"neutral or dissatisfied"
77588,43029,"Female","Loyal Customer",62,"Business travel","Business",192,2,3,3,3,3,3,3,2,2,2,2,4,2,4,0,0,"neutral or dissatisfied"
53970,40713,"Male","Loyal Customer",44,"Business travel","Eco",626,4,2,2,2,4,4,4,4,4,1,1,4,1,4,0,5,"satisfied"
40132,89286,"Female","Loyal Customer",16,"Business travel","Business",453,1,5,5,5,1,1,1,1,3,2,3,4,4,1,0,0,"neutral or dissatisfied"
23247,53161,"Female","Loyal Customer",62,"Business travel","Business",2555,0,5,0,1,5,4,4,4,4,4,4,4,4,4,2,0,"satisfied"
4967,86326,"Male","disloyal Customer",37,"Business travel","Business",762,2,2,2,4,5,2,5,5,1,2,3,1,3,5,18,16,"neutral or dissatisfied"
77871,2191,"Female","Loyal Customer",58,"Personal Travel","Eco",685,1,4,1,3,2,4,5,1,1,1,1,3,1,5,0,0,"neutral or dissatisfied"
56985,123000,"Female","disloyal Customer",21,"Business travel","Eco",468,2,0,1,1,4,1,4,4,3,3,5,3,4,4,0,13,"neutral or dissatisfied"
80930,61942,"Female","Loyal Customer",58,"Business travel","Business",2052,2,4,4,4,4,3,4,2,2,2,2,1,2,4,0,0,"neutral or dissatisfied"
44446,78719,"Female","Loyal Customer",57,"Business travel","Business",2306,5,5,5,5,2,4,4,4,4,5,4,4,4,3,59,60,"satisfied"
24727,386,"Female","Loyal Customer",58,"Business travel","Business",2759,2,2,2,2,2,5,4,4,4,4,4,3,4,4,59,51,"satisfied"
52550,15222,"Male","disloyal Customer",39,"Business travel","Eco",416,3,5,3,4,5,3,5,5,5,4,3,5,1,5,0,20,"neutral or dissatisfied"
30540,129679,"Male","Loyal Customer",42,"Business travel","Business",337,5,5,5,5,2,5,5,5,5,5,5,4,5,3,0,0,"satisfied"
15545,56480,"Female","Loyal Customer",45,"Business travel","Business",4963,1,1,1,1,2,1,1,3,3,5,4,1,3,1,0,13,"satisfied"
80652,17365,"Male","Loyal Customer",58,"Personal Travel","Eco",563,4,5,4,1,1,4,1,1,4,3,5,5,5,1,0,0,"neutral or dissatisfied"
98115,71749,"Female","Loyal Customer",52,"Business travel","Business",1829,2,2,2,2,4,5,4,4,4,5,4,4,4,5,5,5,"satisfied"
49688,67958,"Female","disloyal Customer",22,"Business travel","Eco",1235,4,4,4,3,5,4,5,5,3,5,5,3,5,5,0,0,"neutral or dissatisfied"
62132,119876,"Female","Loyal Customer",56,"Personal Travel","Eco",912,1,4,1,5,4,5,5,2,2,1,2,5,2,4,0,19,"neutral or dissatisfied"
10549,125033,"Female","Loyal Customer",28,"Business travel","Business",2300,2,2,2,2,2,2,2,2,3,3,5,5,4,2,0,0,"satisfied"
86014,91582,"Male","Loyal Customer",40,"Personal Travel","Eco",1123,2,5,2,2,2,2,2,3,3,4,4,2,4,2,115,137,"neutral or dissatisfied"
87575,54528,"Male","Loyal Customer",47,"Personal Travel","Eco",925,1,3,1,3,1,1,1,1,4,4,1,1,3,1,0,24,"neutral or dissatisfied"
61117,101484,"Female","disloyal Customer",25,"Business travel","Business",345,3,0,2,5,1,2,1,1,5,3,5,5,4,1,0,0,"neutral or dissatisfied"
72046,121913,"Female","Loyal Customer",19,"Personal Travel","Eco",449,1,3,1,4,3,1,3,3,5,4,3,2,4,3,31,23,"neutral or dissatisfied"
28534,14169,"Female","Loyal Customer",42,"Business travel","Business",526,1,1,1,1,3,4,1,5,5,5,5,3,5,1,0,15,"satisfied"
19684,15299,"Female","Loyal Customer",34,"Business travel","Business",612,2,2,2,2,1,2,1,4,4,4,4,1,4,5,0,0,"satisfied"
90543,69451,"Female","Loyal Customer",28,"Personal Travel","Eco",944,2,3,2,3,4,2,4,4,4,5,3,2,3,4,0,7,"neutral or dissatisfied"
56470,102954,"Male","Loyal Customer",52,"Personal Travel","Eco",719,2,5,2,5,1,2,2,1,3,3,5,4,5,1,0,0,"neutral or dissatisfied"
99373,117118,"Male","disloyal Customer",22,"Business travel","Eco",370,1,1,1,3,2,1,2,2,1,4,3,1,4,2,5,0,"neutral or dissatisfied"
40158,63927,"Female","Loyal Customer",21,"Personal Travel","Eco",1192,4,4,4,4,3,4,3,3,1,4,2,1,4,3,0,26,"satisfied"
32660,61850,"Male","Loyal Customer",23,"Business travel","Eco Plus",1303,5,1,1,1,5,4,4,5,3,2,2,1,1,5,0,0,"satisfied"
49407,128935,"Male","Loyal Customer",53,"Business travel","Business",3448,4,4,4,4,3,5,4,4,4,4,4,3,4,4,69,78,"satisfied"
28998,48169,"Male","Loyal Customer",60,"Business travel","Eco",173,5,3,1,1,5,5,5,5,1,4,5,3,5,5,0,4,"satisfied"
17710,33909,"Male","Loyal Customer",51,"Business travel","Business",1643,1,4,4,4,5,4,3,1,1,1,1,3,1,1,0,0,"neutral or dissatisfied"
73170,79244,"Female","Loyal Customer",53,"Business travel","Business",1598,3,4,4,4,2,4,4,3,3,3,3,3,3,1,0,0,"neutral or dissatisfied"
47504,59831,"Female","Loyal Customer",52,"Business travel","Business",1871,2,2,2,2,3,5,4,4,4,4,4,3,4,5,11,5,"satisfied"
7788,65248,"Female","Loyal Customer",65,"Business travel","Eco Plus",190,3,1,1,1,3,2,3,3,3,3,3,2,3,3,0,0,"neutral or dissatisfied"
12446,10056,"Female","disloyal Customer",27,"Business travel","Business",326,1,1,1,4,3,1,3,3,4,3,4,5,5,3,0,4,"neutral or dissatisfied"
74555,86146,"Female","Loyal Customer",50,"Business travel","Business",1636,1,4,4,4,1,3,3,2,2,2,1,1,2,4,0,0,"neutral or dissatisfied"
95876,57859,"Female","Loyal Customer",56,"Personal Travel","Eco",2329,1,5,0,3,0,3,2,4,2,4,5,2,4,2,0,0,"neutral or dissatisfied"
4297,72827,"Male","Loyal Customer",44,"Business travel","Business",1803,3,3,3,3,5,5,4,4,4,4,4,3,4,4,0,0,"satisfied"
25947,100761,"Female","Loyal Customer",53,"Business travel","Business",1504,5,5,5,5,2,4,4,5,5,5,5,3,5,3,82,100,"satisfied"
47533,125600,"Male","Loyal Customer",39,"Personal Travel","Eco",1587,3,3,3,3,1,3,1,1,1,3,3,4,4,1,7,1,"neutral or dissatisfied"
65504,73217,"Male","Loyal Customer",54,"Business travel","Business",1718,1,1,1,1,2,4,5,4,4,4,4,3,4,5,0,0,"satisfied"
72883,37101,"Female","Loyal Customer",52,"Business travel","Eco",1046,5,1,1,1,5,4,4,1,4,3,2,4,3,4,138,130,"satisfied"
68702,13360,"Female","disloyal Customer",38,"Business travel","Eco",348,3,1,3,3,3,3,5,3,3,5,3,1,4,3,0,6,"neutral or dissatisfied"
93016,68487,"Female","Loyal Customer",37,"Business travel","Eco",1303,3,3,3,3,3,2,3,3,3,5,3,1,4,3,0,22,"neutral or dissatisfied"
755,71587,"Female","Loyal Customer",41,"Business travel","Business",3247,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0,"satisfied"
13156,52427,"Male","Loyal Customer",37,"Personal Travel","Eco",451,4,2,4,4,1,4,1,1,4,4,3,4,3,1,0,0,"neutral or dissatisfied"
28675,27902,"Male","Loyal Customer",29,"Personal Travel","Eco",2350,1,3,1,4,1,3,3,3,2,3,4,3,4,3,0,0,"neutral or dissatisfied"
64749,60301,"Male","Loyal Customer",50,"Business travel","Business",2436,4,4,4,4,1,4,4,4,4,4,4,1,4,4,0,0,"neutral or dissatisfied"
80649,119622,"Male","Loyal Customer",71,"Business travel","Eco",335,1,0,0,3,4,1,2,4,1,3,3,4,3,4,6,8,"neutral or dissatisfied"
102015,8862,"Female","disloyal Customer",23,"Business travel","Eco",539,5,0,4,1,3,4,3,3,3,2,5,3,5,3,55,51,"satisfied"
93954,8869,"Female","Loyal Customer",24,"Business travel","Business",622,1,1,1,1,5,5,5,5,5,2,4,4,4,5,0,0,"satisfied"
14599,238,"Female","Loyal Customer",39,"Business travel","Business",719,2,2,3,2,3,5,5,5,5,5,5,3,5,3,82,89,"satisfied"
27524,9696,"Female","Loyal Customer",8,"Personal Travel","Eco",199,2,5,2,4,3,2,3,3,1,4,5,4,1,3,45,29,"neutral or dissatisfied"
24933,18048,"Female","Loyal Customer",26,"Business travel","Eco",488,3,3,3,3,3,3,1,3,1,1,2,2,1,3,0,0,"neutral or dissatisfied"
78081,9508,"Male","Loyal Customer",15,"Personal Travel","Eco",322,2,4,2,1,3,2,3,3,5,2,3,5,1,3,3,0,"neutral or dissatisfied"
886,29077,"Female","Loyal Customer",37,"Personal Travel","Eco",679,2,4,2,3,3,2,3,3,4,3,5,4,4,3,10,20,"neutral or dissatisfied"
28359,101760,"Female","Loyal Customer",62,"Personal Travel","Eco",1590,2,4,3,1,1,4,3,4,4,3,4,3,4,2,0,0,"neutral or dissatisfied"
913,25090,"Female","Loyal Customer",38,"Business travel","Business",1947,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0,"satisfied"
92957,71933,"Female","disloyal Customer",9,"Business travel","Business",1744,4,4,4,3,5,4,5,5,5,3,3,3,5,5,4,5,"satisfied"
14404,46566,"Male","disloyal Customer",25,"Business travel","Eco",125,2,3,3,4,1,3,1,1,4,2,4,5,1,1,0,0,"neutral or dissatisfied"
45532,76994,"Female","Loyal Customer",41,"Business travel","Business",368,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
92683,54792,"Male","Loyal Customer",44,"Personal Travel","Business",862,2,5,2,3,2,4,4,3,3,2,3,3,3,5,9,0,"neutral or dissatisfied"
81920,62621,"Male","Loyal Customer",67,"Personal Travel","Eco",1723,3,4,3,3,1,3,1,1,3,3,4,3,4,1,7,0,"neutral or dissatisfied"
80733,36360,"Female","Loyal Customer",33,"Business travel","Business",200,2,2,2,2,5,3,1,5,5,5,4,3,5,2,0,0,"satisfied"
96753,81024,"Female","Loyal Customer",30,"Business travel","Business",1399,4,4,4,4,5,5,5,5,4,4,4,4,4,5,15,38,"satisfied"
36233,107809,"Female","disloyal Customer",38,"Business travel","Eco",349,2,0,2,4,3,2,2,3,4,1,4,4,4,3,8,67,"neutral or dissatisfied"
83711,102437,"Male","Loyal Customer",57,"Personal Travel","Eco",258,3,4,3,3,5,3,5,5,3,3,1,3,3,5,15,3,"neutral or dissatisfied"
93438,50471,"Male","disloyal Customer",37,"Business travel","Eco",421,1,2,1,3,2,1,2,2,3,1,4,2,3,2,7,7,"neutral or dissatisfied"
63966,38727,"Male","Loyal Customer",41,"Business travel","Business",3854,0,1,1,1,2,4,4,4,4,4,4,4,4,3,0,0,"satisfied"
5798,55936,"Female","disloyal Customer",21,"Business travel","Eco",733,5,5,5,1,1,5,1,1,5,2,5,4,5,1,0,0,"satisfied"
91467,16473,"Male","Loyal Customer",23,"Business travel","Eco Plus",445,5,3,3,3,5,5,3,5,3,5,3,2,4,5,82,91,"satisfied"
20873,117050,"Male","disloyal Customer",45,"Business travel","Eco",304,4,1,3,3,2,3,2,2,4,4,2,3,2,2,14,0,"neutral or dissatisfied"
84188,68989,"Female","Loyal Customer",58,"Business travel","Business",2422,4,4,4,4,5,5,5,5,4,3,5,5,5,5,7,0,"satisfied"
20473,49832,"Male","Loyal Customer",51,"Business travel","Eco",86,4,4,4,4,4,4,4,4,4,2,1,2,3,4,14,1,"satisfied"
14477,27846,"Female","Loyal Customer",70,"Personal Travel","Eco",909,2,2,2,2,2,2,2,5,5,2,5,3,5,4,0,0,"neutral or dissatisfied"
10942,115762,"Male","Loyal Customer",38,"Business travel","Business",325,1,4,4,4,2,3,4,1,1,2,1,2,1,2,34,34,"neutral or dissatisfied"
1788,42458,"Male","Loyal Customer",58,"Personal Travel","Eco",866,4,5,4,1,5,4,5,5,5,3,5,4,4,5,0,0,"satisfied"
23505,102803,"Male","Loyal Customer",41,"Business travel","Business",2472,3,3,3,3,5,5,5,4,4,4,4,4,4,3,86,NA,"satisfied"
93969,64391,"Male","Loyal Customer",56,"Personal Travel","Eco",1172,2,1,2,3,5,2,5,5,3,5,3,4,4,5,30,23,"neutral or dissatisfied"
32637,36916,"Male","Loyal Customer",39,"Business travel","Business",740,4,4,4,4,3,3,3,4,4,4,4,4,4,2,7,46,"neutral or dissatisfied"
5482,56966,"Female","disloyal Customer",57,"Business travel","Eco",925,4,4,4,2,4,3,4,3,3,2,1,4,2,4,16,17,"neutral or dissatisfied"
72382,102790,"Male","Loyal Customer",64,"Personal Travel","Eco",1099,3,2,3,3,1,3,1,1,4,5,3,4,4,1,0,3,"neutral or dissatisfied"
41124,15844,"Male","Loyal Customer",21,"Personal Travel","Eco",1107,5,5,5,4,4,5,4,4,1,3,3,4,2,4,32,36,"satisfied"
91153,51032,"Female","Loyal Customer",30,"Personal Travel","Eco",193,3,4,0,3,5,0,5,5,4,5,3,4,4,5,0,0,"neutral or dissatisfied"
22848,6852,"Female","Loyal Customer",49,"Business travel","Business",622,5,5,5,5,2,4,5,5,5,5,5,5,5,3,2,0,"satisfied"
58126,126070,"Female","Loyal Customer",57,"Business travel","Business",468,1,1,1,1,4,5,5,4,4,4,4,5,4,5,41,37,"satisfied"
38853,118684,"Male","Loyal Customer",25,"Personal Travel","Eco",368,3,5,3,1,3,3,3,3,2,5,2,5,4,3,4,0,"neutral or dissatisfied"
